,sub_num,vid_str,wed_num,onset_TR,state,len_TRs,offset_TR
57,13,vid5,8,850,5,7,857
58,13,vid5,9,946,5,7,953
59,13,vid5,10,1043,5,7,1050
60,13,vid1a_q,0,12,1b,17,29
61,13,vid1a_q,11,1077,1b,17,1094
62,13,vid1b_q,0,29,1b,6,35
63,13,vid1b_q,11,1093,1b,6,1099
64,13,vid2_q,0,35,2b,11,46
65,13,vid2_q,11,1099,2b,11,1110
66,13,vid3_q,0,49,3a,15,64
67,13,vid3_q,11,1113,3a,15,1128
68,13,vid4_q,0,67,4b,16,83
69,13,vid4_q,11,1131,4b,16,1147
70,13,vid5_q,0,83,5,7,90
71,13,vid5_q,11,1147,5,7,1154
0,14,vid1a,1,112,1b,17,129
1,14,vid1a,2,208,1b,17,225
2,14,vid1a,3,304,1b,17,321
3,14,vid1a,4,399,1b,17,416
4,14,vid1a,5,495,1b,17,512
5,14,vid1a,6,591,1b,17,608
6,14,vid1a,7,687,1b,17,704
7,14,vid1a,8,784,1b,17,801
8,14,vid1a,9,880,1b,17,897
9,14,vid1a,10,976,1b,17,993
10,14,vid1b,1,129,1b,6,135
11,14,vid1b,2,225,1b,6,231
12,14,vid1b,3,321,1b,6,327
13,14,vid1b,4,416,1b,6,422
14,14,vid1b,5,512,1b,6,518
15,14,vid1b,6,608,1b,6,614
16,14,vid1b,7,704,1b,6,710
17,14,vid1b,8,801,1b,6,807
18,14,vid1b,9,897,1b,6,903
19,14,vid1b,10,993,1b,6,999
20,14,vid2,1,135,2b,11,146
21,14,vid2,2,231,2a,11,242
22,14,vid2,3,327,2b,11,338
23,14,vid2,4,422,2b,11,433
24,14,vid2,5,518,2a,11,529
25,14,vid2,6,614,2a,11,625
26,14,vid2,7,710,2a,11,721
27,14,vid2,8,807,2a,11,818
28,14,vid2,9,903,2b,11,914
29,14,vid2,10,999,2b,11,1010
30,14,vid3,1,146,3b,15,161
31,14,vid3,2,242,3a,15,257
32,14,vid3,3,338,3a,15,353
33,14,vid3,4,433,3a,15,448
34,14,vid3,5,529,3a,15,544
35,14,vid3,6,625,3a,15,640
36,14,vid3,7,721,3b,15,736
37,14,vid3,8,818,3b,15,833
38,14,vid3,9,914,3b,15,929
39,14,vid3,10,1010,3b,15,1025
40,14,vid4,1,161,4b,16,177
41,14,vid4,2,257,4a,16,273
42,14,vid4,3,353,4b,16,369
43,14,vid4,4,449,4b,16,465
44,14,vid4,5,545,4a,16,561
45,14,vid4,6,641,4a,16,657
46,14,vid4,7,737,4a,16,753
47,14,vid4,8,833,4a,16,849
48,14,vid4,9,930,4b,16,946
49,14,vid4,10,1026,4b,16,1042
50,14,vid5,1,177,5,7,184
51,14,vid5,2,273,5,7,280
52,14,vid5,3,369,5,7,376
53,14,vid5,4,465,5,7,472
54,14,vid5,5,561,5,7,568
55,14,vid5,6,657,5,7,664
56,14,vid5,7,753,5,7,760
57,14,vid5,8,849,5,7,856
58,14,vid5,9,946,5,7,953
59,14,vid5,10,1042,5,7,1049
60,14,vid1a_q,0,13,1b,17,30
61,14,vid1a_q,11,1075,1b,17,1092
62,14,vid1b_q,0,29,1b,6,35
63,14,vid1b_q,11,1092,1b,6,1098
64,14,vid2_q,0,35,2a,11,46
65,14,vid2_q,11,1098,2b,11,1109
66,14,vid3_q,0,49,3b,15,64
67,14,vid3_q,11,1112,3a,15,1127
68,14,vid4_q,0,67,4a,16,83
69,14,vid4_q,11,1130,4b,16,1146
70,14,vid5_q,0,83,5,7,90
71,14,vid5_q,11,1146,5,7,1153
0,15,vid1a,1,111,1b,17,128
1,15,vid1a,2,207,1b,17,224
2,15,vid1a,3,303,1b,17,320
3,15,vid1a,4,399,1b,17,416
4,15,vid1a,5,495,1b,17,512
5,15,vid1a,6,591,1b,17,608
6,15,vid1a,7,688,1b,17,705
7,15,vid1a,8,784,1b,17,801
8,15,vid1a,9,880,1b,17,897
9,15,vid1a,10,976,1b,17,993
10,15,vid1b,1,128,1b,6,134
11,15,vid1b,2,224,1b,6,230
12,15,vid1b,3,320,1b,6,326
13,15,vid1b,4,416,1b,6,422
14,15,vid1b,5,512,1b,6,518
15,15,vid1b,6,608,1b,6,614
16,15,vid1b,7,705,1b,6,711
17,15,vid1b,8,801,1b,6,807
18,15,vid1b,9,897,1b,6,903
19,15,vid1b,10,993,1b,6,999
20,15,vid2,1,134,2a,11,145
21,15,vid2,2,230,2b,11,241
22,15,vid2,3,326,2b,11,337
23,15,vid2,4,422,2a,11,433
24,15,vid2,5,518,2b,11,529
25,15,vid2,6,614,2a,11,625
26,15,vid2,7,711,2b,11,722
27,15,vid2,8,807,2a,11,818
28,15,vid2,9,903,2b,11,914
29,15,vid2,10,999,2a,11,1010
30,15,vid3,1,145,3a,15,160
31,15,vid3,2,241,3b,15,256
32,15,vid3,3,337,3a,15,352
33,15,vid3,4,433,3b,15,448
34,15,vid3,5,529,3b,15,544
35,15,vid3,6,625,3a,15,640
36,15,vid3,7,722,3a,15,737
37,15,vid3,8,818,3b,15,833
38,15,vid3,9,915,3b,15,930
39,15,vid3,10,1010,3a,15,1025
40,15,vid4,1,161,4a,16,177
41,15,vid4,2,256,4b,16,272
42,15,vid4,3,352,4b,16,368
43,15,vid4,4,449,4a,16,465
44,15,vid4,5,545,4b,16,561
45,15,vid4,6,641,4a,16,657
46,15,vid4,7,737,4b,16,753
47,15,vid4,8,834,4a,16,850
48,15,vid4,9,930,4b,16,946
49,15,vid4,10,1026,4a,16,1042
50,15,vid5,1,177,5,7,184
51,15,vid5,2,272,5,7,279
52,15,vid5,3,368,5,7,375
53,15,vid5,4,465,5,7,472
54,15,vid5,5,561,5,7,568
55,15,vid5,6,657,5,7,664
56,15,vid5,7,753,5,7,760
57,15,vid5,8,850,5,7,857
58,15,vid5,9,946,5,7,953
59,15,vid5,10,1042,5,7,1049
60,15,vid1a_q,0,12,1b,17,29
61,15,vid1a_q,11,1074,1b,17,1091
62,15,vid1b_q,0,29,1b,6,35
63,15,vid1b_q,11,1091,1b,6,1097
64,15,vid2_q,0,35,2a,11,46
65,15,vid2_q,11,1097,2b,11,1108
66,15,vid3_q,0,49,3b,15,64
67,15,vid3_q,11,1111,3a,15,1126
68,15,vid4_q,0,67,4a,16,83
69,15,vid4_q,11,1129,4b,16,1145
70,15,vid5_q,0,83,5,7,90
71,15,vid5_q,11,1145,5,7,1152
0,17,vid1a,1,111,1b,17,128
1,17,vid1a,2,207,1b,17,224
2,17,vid1a,3,303,1b,17,320
3,17,vid1a,4,398,1b,17,415
4,17,vid1a,5,494,1b,17,511
5,17,vid1a,6,590,1b,17,607
6,17,vid1a,7,687,1b,17,704
7,17,vid1a,8,783,1b,17,800
8,17,vid1a,9,879,1b,17,896
9,17,vid1a,10,975,1b,17,992
10,17,vid1b,1,128,1b,6,134
11,17,vid1b,2,224,1b,6,230
12,17,vid1b,3,320,1b,6,326
13,17,vid1b,4,415,1b,6,421
14,17,vid1b,5,511,1b,6,517
15,17,vid1b,6,607,1b,6,613
16,17,vid1b,7,703,1b,6,709
17,17,vid1b,8,799,1b,6,805
18,17,vid1b,9,896,1b,6,902
19,17,vid1b,10,992,1b,6,998
20,17,vid2,1,134,2b,11,145
21,17,vid2,2,230,2a,11,241
22,17,vid2,3,326,2a,11,337
23,17,vid2,4,421,2b,11,432
24,17,vid2,5,517,2b,11,528
25,17,vid2,6,613,2a,11,624
26,17,vid2,7,709,2a,11,720
27,17,vid2,8,805,2a,11,816
28,17,vid2,9,902,2b,11,913
29,17,vid2,10,998,2a,11,1009
30,17,vid3,1,145,3b,15,160
31,17,vid3,2,242,3a,15,257
32,17,vid3,3,337,3b,15,352
33,17,vid3,4,432,3a,15,447
34,17,vid3,5,529,3b,15,544
35,17,vid3,6,625,3a,15,640
36,17,vid3,7,721,3b,15,736
37,17,vid3,8,817,3b,15,832
38,17,vid3,9,913,3b,15,928
39,17,vid3,10,1010,3a,15,1025
40,17,vid4,1,161,4b,16,177
41,17,vid4,2,257,4a,16,273
42,17,vid4,3,352,4a,16,368
43,17,vid4,4,448,4b,16,464
44,17,vid4,5,544,4b,16,560
45,17,vid4,6,640,4a,16,656
46,17,vid4,7,736,4a,16,752
47,17,vid4,8,832,4a,16,848
48,17,vid4,9,929,4b,16,945
49,17,vid4,10,1025,4a,16,1041
50,17,vid5,1,177,5,7,184
51,17,vid5,2,273,5,7,280
52,17,vid5,3,368,5,7,375
53,17,vid5,4,464,5,7,471
54,17,vid5,5,560,5,7,567
55,17,vid5,6,656,5,7,663
56,17,vid5,7,752,5,7,759
57,17,vid5,8,848,5,7,855
58,17,vid5,9,945,5,7,952
59,17,vid5,10,1041,5,7,1048
60,17,vid1a_q,0,12,1b,17,29
61,17,vid1a_q,11,1074,1b,17,1091
62,17,vid1b_q,0,29,1b,6,35
63,17,vid1b_q,11,1091,1b,6,1097
64,17,vid2_q,0,35,2b,11,46
65,17,vid2_q,11,1097,2b,11,1108
66,17,vid3_q,0,49,3a,15,64
67,17,vid3_q,11,1111,3a,15,1126
68,17,vid4_q,0,67,4b,16,83
69,17,vid4_q,11,1129,4b,16,1145
70,17,vid5_q,0,83,5,7,90
71,17,vid5_q,11,1145,5,7,1152
0,18,vid1a,1,111,1b,17,128
1,18,vid1a,2,207,1b,17,224
2,18,vid1a,3,303,1b,17,320
3,18,vid1a,4,399,1b,17,416
4,18,vid1a,5,494,1b,17,511
5,18,vid1a,6,591,1b,17,608
6,18,vid1a,7,686,1b,17,703
7,18,vid1a,8,782,1b,17,799
8,18,vid1a,9,879,1b,17,896
9,18,vid1a,10,975,1b,17,992
10,18,vid1b,1,128,1b,6,134
11,18,vid1b,2,223,1b,6,229
12,18,vid1b,3,320,1b,6,326
13,18,vid1b,4,415,1b,6,421
14,18,vid1b,5,511,1b,6,517
15,18,vid1b,6,608,1b,6,614
16,18,vid1b,7,703,1b,6,709
17,18,vid1b,8,799,1b,6,805
18,18,vid1b,9,896,1b,6,902
19,18,vid1b,10,992,1b,6,998
20,18,vid2,1,134,2a,11,145
21,18,vid2,2,229,2b,11,240
22,18,vid2,3,326,2a,11,337
23,18,vid2,4,421,2a,11,432
24,18,vid2,5,517,2b,11,528
25,18,vid2,6,614,2a,11,625
26,18,vid2,7,709,2a,11,720
27,18,vid2,8,805,2b,11,816
28,18,vid2,9,902,2b,11,913
29,18,vid2,10,998,2a,11,1009
30,18,vid3,1,145,3a,15,160
31,18,vid3,2,241,3b,15,256
32,18,vid3,3,337,3b,15,352
33,18,vid3,4,433,3b,15,448
34,18,vid3,5,529,3b,15,544
35,18,vid3,6,625,3a,15,640
36,18,vid3,7,720,3b,15,735
37,18,vid3,8,817,3a,15,832
38,18,vid3,9,913,3b,15,928
39,18,vid3,10,1009,3a,15,1024
40,18,vid4,1,160,4a,16,176
41,18,vid4,2,256,4b,16,272
42,18,vid4,3,352,4a,16,368
43,18,vid4,4,448,4a,16,464
44,18,vid4,5,544,4b,16,560
45,18,vid4,6,640,4a,16,656
46,18,vid4,7,736,4a,16,752
47,18,vid4,8,832,4b,16,848
48,18,vid4,9,928,4b,16,944
49,18,vid4,10,1024,4a,16,1040
50,18,vid5,1,176,5,7,183
51,18,vid5,2,272,5,7,279
52,18,vid5,3,368,5,7,375
53,18,vid5,4,464,5,7,471
54,18,vid5,5,560,5,7,567
55,18,vid5,6,656,5,7,663
56,18,vid5,7,752,5,7,759
57,18,vid5,8,848,5,7,855
58,18,vid5,9,944,5,7,951
59,18,vid5,10,1040,5,7,1047
60,18,vid1a_q,0,12,1b,17,29
61,18,vid1a_q,11,1074,1b,17,1091
62,18,vid1b_q,0,29,1b,6,35
63,18,vid1b_q,11,1090,1b,6,1096
64,18,vid2_q,0,35,2b,11,46
65,18,vid2_q,11,1096,2b,11,1107
66,18,vid3_q,0,49,3a,15,64
67,18,vid3_q,11,1110,3a,15,1125
68,18,vid4_q,0,67,4b,16,83
69,18,vid4_q,11,1128,4b,16,1144
70,18,vid5_q,0,83,5,7,90
71,18,vid5_q,11,1144,5,7,1151
0,19,vid1a,1,111,1b,17,128
1,19,vid1a,2,207,1b,17,224
2,19,vid1a,3,303,1b,17,320
3,19,vid1a,4,399,1b,17,416
4,19,vid1a,5,495,1b,17,512
5,19,vid1a,6,591,1b,17,608
6,19,vid1a,7,687,1b,17,704
7,19,vid1a,8,783,1b,17,800
8,19,vid1a,9,880,1b,17,897
9,19,vid1a,10,976,1b,17,993
10,19,vid1b,1,128,1b,6,134
11,19,vid1b,2,224,1b,6,230
12,19,vid1b,3,320,1b,6,326
13,19,vid1b,4,416,1b,6,422
14,19,vid1b,5,512,1b,6,518
15,19,vid1b,6,607,1b,6,613
16,19,vid1b,7,704,1b,6,710
17,19,vid1b,8,800,1b,6,806
18,19,vid1b,9,896,1b,6,902
19,19,vid1b,10,993,1b,6,999
20,19,vid2,1,134,2b,11,145
21,19,vid2,2,230,2b,11,241
22,19,vid2,3,326,2a,11,337
23,19,vid2,4,422,2b,11,433
24,19,vid2,5,518,2a,11,529
25,19,vid2,6,613,2a,11,624
26,19,vid2,7,710,2a,11,721
27,19,vid2,8,806,2b,11,817
28,19,vid2,9,902,2b,11,913
29,19,vid2,10,999,2a,11,1010
30,19,vid3,1,145,3b,15,160
31,19,vid3,2,241,3b,15,256
32,19,vid3,3,337,3b,15,352
33,19,vid3,4,433,3a,15,448
34,19,vid3,5,529,3a,15,544
35,19,vid3,6,625,3a,15,640
36,19,vid3,7,721,3b,15,736
37,19,vid3,8,817,3a,15,832
38,19,vid3,9,914,3b,15,929
39,19,vid3,10,1010,3a,15,1025
40,19,vid4,1,160,4b,16,176
41,19,vid4,2,256,4b,16,272
42,19,vid4,3,352,4a,16,368
43,19,vid4,4,448,4b,16,464
44,19,vid4,5,544,4a,16,560
45,19,vid4,6,640,4a,16,656
46,19,vid4,7,736,4a,16,752
47,19,vid4,8,832,4b,16,848
48,19,vid4,9,929,4b,16,945
49,19,vid4,10,1025,4a,16,1041
50,19,vid5,1,176,5,7,183
51,19,vid5,2,272,5,7,279
52,19,vid5,3,368,5,7,375
53,19,vid5,4,464,5,7,471
54,19,vid5,5,560,5,7,567
55,19,vid5,6,656,5,7,663
56,19,vid5,7,752,5,7,759
57,19,vid5,8,848,5,7,855
58,19,vid5,9,945,5,7,952
59,19,vid5,10,1041,5,7,1048
60,19,vid1a_q,0,12,1b,17,29
61,19,vid1a_q,11,1075,1b,17,1092
62,19,vid1b_q,0,29,1b,6,35
63,19,vid1b_q,11,1091,1b,6,1097
64,19,vid2_q,0,35,2b,11,46
65,19,vid2_q,11,1097,2a,11,1108
66,19,vid3_q,0,49,3a,15,64
67,19,vid3_q,11,1111,3b,15,1126
68,19,vid4_q,0,67,4b,16,83
69,19,vid4_q,11,1129,4a,16,1145
70,19,vid5_q,0,83,5,7,90
71,19,vid5_q,11,1145,5,7,1152
0,22,vid1a,1,111,1b,17,128
1,22,vid1a,2,207,1b,17,224
2,22,vid1a,3,303,1b,17,320
3,22,vid1a,4,398,1b,17,415
4,22,vid1a,5,494,1b,17,511
5,22,vid1a,6,591,1b,17,608
6,22,vid1a,7,687,1b,17,704
7,22,vid1a,8,783,1b,17,800
8,22,vid1a,9,879,1b,17,896
9,22,vid1a,10,976,1b,17,993
10,22,vid1b,1,128,1b,6,134
11,22,vid1b,2,224,1b,6,230
12,22,vid1b,3,320,1b,6,326
13,22,vid1b,4,415,1b,6,421
14,22,vid1b,5,511,1b,6,517
15,22,vid1b,6,607,1b,6,613
16,22,vid1b,7,704,1b,6,710
17,22,vid1b,8,799,1b,6,805
18,22,vid1b,9,896,1b,6,902
19,22,vid1b,10,992,1b,6,998
20,22,vid2,1,134,2a,11,145
21,22,vid2,2,230,2b,11,241
22,22,vid2,3,326,2a,11,337
23,22,vid2,4,421,2a,11,432
24,22,vid2,5,517,2a,11,528
25,22,vid2,6,613,2b,11,624
26,22,vid2,7,710,2b,11,721
27,22,vid2,8,805,2a,11,816
28,22,vid2,9,902,2b,11,913
29,22,vid2,10,998,2a,11,1009
30,22,vid3,1,146,3a,15,161
31,22,vid3,2,241,3b,15,256
32,22,vid3,3,337,3b,15,352
33,22,vid3,4,432,3b,15,447
34,22,vid3,5,528,3a,15,543
35,22,vid3,6,625,3b,15,640
36,22,vid3,7,721,3a,15,736
37,22,vid3,8,817,3b,15,832
38,22,vid3,9,913,3b,15,928
39,22,vid3,10,1010,3a,15,1025
40,22,vid4,1,161,4a,16,177
41,22,vid4,2,257,4b,16,273
42,22,vid4,3,353,4a,16,369
43,22,vid4,4,448,4a,16,464
44,22,vid4,5,544,4a,16,560
45,22,vid4,6,640,4b,16,656
46,22,vid4,7,736,4b,16,752
47,22,vid4,8,832,4a,16,848
48,22,vid4,9,929,4b,16,945
49,22,vid4,10,1025,4a,16,1041
50,22,vid5,1,177,5,7,184
51,22,vid5,2,273,5,7,280
52,22,vid5,3,369,5,7,376
53,22,vid5,4,464,5,7,471
54,22,vid5,5,560,5,7,567
55,22,vid5,6,656,5,7,663
56,22,vid5,7,752,5,7,759
57,22,vid5,8,848,5,7,855
58,22,vid5,9,945,5,7,952
59,22,vid5,10,1041,5,7,1048
60,22,vid1a_q,0,12,1b,17,29
61,22,vid1a_q,11,1074,1b,17,1091
62,22,vid1b_q,0,29,1b,6,35
63,22,vid1b_q,11,1091,1b,6,1097
64,22,vid2_q,0,35,2b,11,46
65,22,vid2_q,11,1097,2b,11,1108
66,22,vid3_q,0,49,3a,15,64
67,22,vid3_q,11,1111,3a,15,1126
68,22,vid4_q,0,67,4b,16,83
69,22,vid4_q,11,1129,4b,16,1145
70,22,vid5_q,0,83,5,7,90
71,22,vid5_q,11,1145,5,7,1152
0,23,vid1a,1,112,1b,17,129
1,23,vid1a,2,208,1b,17,225
2,23,vid1a,3,304,1b,17,321
3,23,vid1a,4,400,1b,17,417
4,23,vid1a,5,496,1b,17,513
5,23,vid1a,6,592,1b,17,609
6,23,vid1a,7,688,1b,17,705
7,23,vid1a,8,784,1b,17,801
8,23,vid1a,9,881,1b,17,898
9,23,vid1a,10,977,1b,17,994
10,23,vid1b,1,128,1b,6,134
11,23,vid1b,2,224,1b,6,230
12,23,vid1b,3,320,1b,6,326
13,23,vid1b,4,416,1b,6,422
14,23,vid1b,5,512,1b,6,518
15,23,vid1b,6,608,1b,6,614
16,23,vid1b,7,705,1b,6,711
17,23,vid1b,8,801,1b,6,807
18,23,vid1b,9,898,1b,6,904
19,23,vid1b,10,994,1b,6,1000
20,23,vid2,1,134,2a,11,145
21,23,vid2,2,230,2a,11,241
22,23,vid2,3,326,2a,11,337
23,23,vid2,4,422,2b,11,433
24,23,vid2,5,518,2b,11,529
25,23,vid2,6,614,2b,11,625
26,23,vid2,7,711,2a,11,722
27,23,vid2,8,807,2b,11,818
28,23,vid2,9,904,2a,11,915
29,23,vid2,10,1000,2b,11,1011
30,23,vid3,1,146,3a,15,161
31,23,vid3,2,242,3a,15,257
32,23,vid3,3,338,3b,15,353
33,23,vid3,4,434,3a,15,449
34,23,vid3,5,530,3b,15,545
35,23,vid3,6,626,3b,15,641
36,23,vid3,7,722,3b,15,737
37,23,vid3,8,818,3a,15,833
38,23,vid3,9,915,3a,15,930
39,23,vid3,10,1011,3b,15,1026
40,23,vid4,1,161,4a,16,177
41,23,vid4,2,257,4a,16,273
42,23,vid4,3,353,4a,16,369
43,23,vid4,4,449,4b,16,465
44,23,vid4,5,545,4b,16,561
45,23,vid4,6,641,4b,16,657
46,23,vid4,7,738,4a,16,754
47,23,vid4,8,834,4b,16,850
48,23,vid4,9,930,4a,16,946
49,23,vid4,10,1027,4b,16,1043
50,23,vid5,1,177,5,7,184
51,23,vid5,2,273,5,7,280
52,23,vid5,3,369,5,7,376
53,23,vid5,4,465,5,7,472
54,23,vid5,5,561,5,7,568
55,23,vid5,6,657,5,7,664
56,23,vid5,7,754,5,7,761
57,23,vid5,8,850,5,7,857
58,23,vid5,9,946,5,7,953
59,23,vid5,10,1043,5,7,1050
60,23,vid1a_q,0,12,1b,17,29
61,23,vid1a_q,11,1075,1b,17,1092
62,23,vid1b_q,0,29,1b,6,35
63,23,vid1b_q,11,1092,1b,6,1098
64,23,vid2_q,0,35,2a,11,46
65,23,vid2_q,11,1098,2b,11,1109
66,23,vid3_q,0,49,3b,15,64
67,23,vid3_q,11,1112,3a,15,1127
68,23,vid4_q,0,67,4a,16,83
69,23,vid4_q,11,1130,4b,16,1146
70,23,vid5_q,0,83,5,7,90
71,23,vid5_q,11,1146,5,7,1153
0,24,vid1a,1,112,1b,17,129
1,24,vid1a,2,207,1b,17,224
2,24,vid1a,3,303,1b,17,320
3,24,vid1a,4,398,1b,17,415
4,24,vid1a,5,494,1b,17,511
5,24,vid1a,6,591,1b,17,608
6,24,vid1a,7,687,1b,17,704
7,24,vid1a,8,783,1b,17,800
8,24,vid1a,9,879,1b,17,896
9,24,vid1a,10,976,1b,17,993
10,24,vid1b,1,128,1b,6,134
11,24,vid1b,2,224,1b,6,230
12,24,vid1b,3,319,1b,6,325
13,24,vid1b,4,415,1b,6,421
14,24,vid1b,5,511,1b,6,517
15,24,vid1b,6,608,1b,6,614
16,24,vid1b,7,704,1b,6,710
17,24,vid1b,8,800,1b,6,806
18,24,vid1b,9,896,1b,6,902
19,24,vid1b,10,993,1b,6,999
20,24,vid2,1,134,2b,11,145
21,24,vid2,2,230,2a,11,241
22,24,vid2,3,325,2a,11,336
23,24,vid2,4,421,2a,11,432
24,24,vid2,5,517,2a,11,528
25,24,vid2,6,614,2b,11,625
26,24,vid2,7,710,2b,11,721
27,24,vid2,8,806,2b,11,817
28,24,vid2,9,902,2a,11,913
29,24,vid2,10,999,2b,11,1010
30,24,vid3,1,146,3b,15,161
31,24,vid3,2,241,3a,15,256
32,24,vid3,3,337,3b,15,352
33,24,vid3,4,433,3b,15,448
34,24,vid3,5,529,3a,15,544
35,24,vid3,6,625,3b,15,640
36,24,vid3,7,721,3a,15,736
37,24,vid3,8,817,3a,15,832
38,24,vid3,9,914,3a,15,929
39,24,vid3,10,1010,3b,15,1025
40,24,vid4,1,161,4b,16,177
41,24,vid4,2,256,4a,16,272
42,24,vid4,3,352,4a,16,368
43,24,vid4,4,448,4a,16,464
44,24,vid4,5,544,4a,16,560
45,24,vid4,6,640,4b,16,656
46,24,vid4,7,736,4b,16,752
47,24,vid4,8,833,4b,16,849
48,24,vid4,9,929,4a,16,945
49,24,vid4,10,1025,4b,16,1041
50,24,vid5,1,177,5,7,184
51,24,vid5,2,272,5,7,279
52,24,vid5,3,368,5,7,375
53,24,vid5,4,464,5,7,471
54,24,vid5,5,560,5,7,567
55,24,vid5,6,656,5,7,663
56,24,vid5,7,752,5,7,759
57,24,vid5,8,849,5,7,856
58,24,vid5,9,945,5,7,952
59,24,vid5,10,1041,5,7,1048
60,24,vid1a_q,0,13,1b,17,30
61,24,vid1a_q,11,1074,1b,17,1091
62,24,vid1b_q,0,29,1b,6,35
63,24,vid1b_q,11,1091,1b,6,1097
64,24,vid2_q,0,35,2a,11,46
65,24,vid2_q,11,1097,2b,11,1108
66,24,vid3_q,0,49,3b,15,64
67,24,vid3_q,11,1111,3a,15,1126
68,24,vid4_q,0,67,4a,16,83
69,24,vid4_q,11,1129,4b,16,1145
70,24,vid5_q,0,83,5,7,90
71,24,vid5_q,11,1145,5,7,1152
0,25,vid1a,1,111,1b,17,128
1,25,vid1a,2,207,1b,17,224
2,25,vid1a,3,303,1b,17,320
3,25,vid1a,4,399,1b,17,416
4,25,vid1a,5,495,1b,17,512
5,25,vid1a,6,591,1b,17,608
6,25,vid1a,7,687,1b,17,704
7,25,vid1a,8,783,1b,17,800
8,25,vid1a,9,880,1b,17,897
9,25,vid1a,10,976,1b,17,993
10,25,vid1b,1,127,1b,6,133
11,25,vid1b,2,224,1b,6,230
12,25,vid1b,3,320,1b,6,326
13,25,vid1b,4,415,1b,6,421
14,25,vid1b,5,511,1b,6,517
15,25,vid1b,6,608,1b,6,614
16,25,vid1b,7,704,1b,6,710
17,25,vid1b,8,800,1b,6,806
18,25,vid1b,9,896,1b,6,902
19,25,vid1b,10,993,1b,6,999
20,25,vid2,1,133,2a,11,144
21,25,vid2,2,230,2b,11,241
22,25,vid2,3,326,2b,11,337
23,25,vid2,4,421,2a,11,432
24,25,vid2,5,517,2a,11,528
25,25,vid2,6,614,2b,11,625
26,25,vid2,7,710,2b,11,721
27,25,vid2,8,806,2a,11,817
28,25,vid2,9,902,2b,11,913
29,25,vid2,10,999,2a,11,1010
30,25,vid3,1,145,3a,15,160
31,25,vid3,2,241,3b,15,256
32,25,vid3,3,337,3a,15,352
33,25,vid3,4,433,3b,15,448
34,25,vid3,5,529,3a,15,544
35,25,vid3,6,625,3b,15,640
36,25,vid3,7,721,3a,15,736
37,25,vid3,8,817,3b,15,832
38,25,vid3,9,914,3b,15,929
39,25,vid3,10,1010,3a,15,1025
40,25,vid4,1,160,4a,16,176
41,25,vid4,2,256,4b,16,272
42,25,vid4,3,352,4b,16,368
43,25,vid4,4,448,4a,16,464
44,25,vid4,5,544,4a,16,560
45,25,vid4,6,640,4b,16,656
46,25,vid4,7,736,4b,16,752
47,25,vid4,8,832,4a,16,848
48,25,vid4,9,929,4b,16,945
49,25,vid4,10,1025,4a,16,1041
50,25,vid5,1,176,5,7,183
51,25,vid5,2,272,5,7,279
52,25,vid5,3,368,5,7,375
53,25,vid5,4,464,5,7,471
54,25,vid5,5,560,5,7,567
55,25,vid5,6,656,5,7,663
56,25,vid5,7,752,5,7,759
57,25,vid5,8,848,5,7,855
58,25,vid5,9,945,5,7,952
59,25,vid5,10,1041,5,7,1048
60,25,vid1a_q,0,12,1b,17,29
61,25,vid1a_q,11,1074,1b,17,1091
62,25,vid1b_q,0,29,1b,6,35
63,25,vid1b_q,11,1091,1b,6,1097
64,25,vid2_q,0,35,2a,11,46
65,25,vid2_q,11,1097,2b,11,1108
66,25,vid3_q,0,49,3b,15,64
67,25,vid3_q,11,1111,3a,15,1126
68,25,vid4_q,0,67,4a,16,83
69,25,vid4_q,11,1129,4b,16,1145
70,25,vid5_q,0,83,5,7,90
71,25,vid5_q,11,1145,5,7,1152
0,26,vid1a,1,112,1b,17,129
1,26,vid1a,2,208,1b,17,225
2,26,vid1a,3,303,1b,17,320
3,26,vid1a,4,399,1b,17,416
4,26,vid1a,5,495,1b,17,512
5,26,vid1a,6,592,1b,17,609
6,26,vid1a,7,688,1b,17,705
7,26,vid1a,8,784,1b,17,801
8,26,vid1a,9,881,1b,17,898
9,26,vid1a,10,977,1b,17,994
10,26,vid1b,1,129,1b,6,135
11,26,vid1b,2,224,1b,6,230
12,26,vid1b,3,320,1b,6,326
13,26,vid1b,4,415,1b,6,421
14,26,vid1b,5,512,1b,6,518
15,26,vid1b,6,608,1b,6,614
16,26,vid1b,7,704,1b,6,710
17,26,vid1b,8,801,1b,6,807
18,26,vid1b,9,897,1b,6,903
19,26,vid1b,10,994,1b,6,1000
20,26,vid2,1,135,2b,11,146
21,26,vid2,2,230,2a,11,241
22,26,vid2,3,326,2a,11,337
23,26,vid2,4,421,2b,11,432
24,26,vid2,5,518,2b,11,529
25,26,vid2,6,614,2a,11,625
26,26,vid2,7,710,2b,11,721
27,26,vid2,8,807,2a,11,818
28,26,vid2,9,903,2b,11,914
29,26,vid2,10,1000,2a,11,1011
30,26,vid3,1,146,3b,15,161
31,26,vid3,2,242,3a,15,257
32,26,vid3,3,337,3b,15,352
33,26,vid3,4,433,3a,15,448
34,26,vid3,5,529,3b,15,544
35,26,vid3,6,626,3a,15,641
36,26,vid3,7,722,3a,15,737
37,26,vid3,8,818,3b,15,833
38,26,vid3,9,915,3b,15,930
39,26,vid3,10,1011,3a,15,1026
40,26,vid4,1,161,4b,16,177
41,26,vid4,2,257,4a,16,273
